chr	pos	eQTL_p	GWAS_p	KG_AF1	KG_AF2	CEU_AF1	CEU_AF2	KG_MAF	CEU_MAF
11	34777725	0.428058844681893	0.001	0.717452	0.282548	0.601449	0.398551	0.282548	0.398551
11	34778351	0.00184223289366507	0.0028	0.244808	0.755192	0.0869565	0.913043	0.244808	0.0869565
11	34779085	0.0122207742255356	0.029	0.966454	0.0335463	0.927536	0.0724638	0.0335463	0.0724638
11	34779464	0.230545256290315	0.0021	0.624002	0.375998	0.565217	0.434783	0.375998	0.434783
11	34780278	0.230545256290315	0.0012	0.624201	0.375799	0.565217	0.434783	0.375799	0.434783
11	34780715	0.726293879696583	0.33	0.624002	0.375998	0.521739	0.478261	0.375998	0.478261
11	34780936	0.230545256290315	0.0013	0.621206	0.378794	0.565217	0.434783	0.378794	0.434783
11	34782955	0.0122207742255356	0.023	0.970847	0.0291534	0.927536	0.0724638	0.0291534	0.0724638
11	34782958	0.230545256290315	0.0037	0.625599	0.374401	0.565217	0.434783	0.374401	0.434783
11	34782972	0.0122207742255356	0.017	0.894768	0.105232	0.927536	0.0724638	0.105232	0.0724638
11	34782989	0.0122207742255356	0.026	0.970847	0.0291534	0.927536	0.0724638	0.0291534	0.0724638
11	34783189	0.0122207742255356	0.026	0.969649	0.0303514	0.927536	0.0724638	0.0303514	0.0724638
11	34784141	0.230545256290315	0.0039	0.623802	0.376198	0.565217	0.434783	0.376198	0.434783
11	34784749	0.0122207742255356	0.026	0.969449	0.0305511	0.927536	0.0724638	0.0305511	0.0724638
11	34784892	0.719993060479951	0.043	0.655551	0.344449	0.608696	0.391304	0.344449	0.391304
11	34785400	0.230545256290315	0.0013	0.621006	0.378994	0.565217	0.434783	0.378994	0.434783
11	34785471	0.230545256290315	0.0018	0.620807	0.379193	0.565217	0.434783	0.379193	0.434783
11	34785740	0.230545256290315	0.0018	0.624002	0.375998	0.565217	0.434783	0.375998	0.434783
11	34785823	0.240143807460088	0.0057	0.469249	0.530751	0.478261	0.521739	0.469249	0.478261
11	34785925	0.288151670779436	0.0022	0.626797	0.373203	0.572464	0.427536	0.373203	0.427536
11	34785925	0.288151670779436	0.0022	0.626797	0.373203	0.572464	0.427536	0.373203	0.427536
11	34785980	0.288151670779436	0.0023	0.675319	0.324681	0.572464	0.427536	0.324681	0.427536
11	34785980	0.288151670779436	0.0023	0.675319	0.324681	0.572464	0.427536	0.324681	0.427536
11	34786055	0.97613925010169	0.29	0.502196	0.497804	0.492754	0.507246	0.497804	0.492754
11	34786372	0.230545256290315	0.004	0.625399	0.374601	0.565217	0.434783	0.374601	0.434783
11	34786377	0.230545256290315	0.0073	0.625399	0.374601	0.565217	0.434783	0.374601	0.434783
11	34786853	0.230545256290315	0.0017	0.621006	0.378994	0.565217	0.434783	0.378994	0.434783
11	34787703	0.230545256290315	0.0019	0.624002	0.375998	0.565217	0.434783	0.375998	0.434783
11	34788308	0.230545256290315	0.0019	0.623802	0.376198	0.565217	0.434783	0.376198	0.434783
11	34788714	0.97613925010169	0.071	0.502196	0.497804	0.492754	0.507246	0.497804	0.492754
11	34789386	0.230545256290315	0.0018	0.620607	0.379393	0.565217	0.434783	0.379393	0.434783
11	34789576	0.446430554556052	0.44	0.795128	0.204872	0.768116	0.231884	0.204872	0.231884
11	34790033	0.97613925010169	0.069	0.501997	0.498003	0.492754	0.507246	0.498003	0.492754
11	34790743	0.230545256290315	0.0019	0.623802	0.376198	0.565217	0.434783	0.376198	0.434783
11	34791095	0.0122207742255356	0.026	0.969649	0.0303514	0.927536	0.0724638	0.0303514	0.0724638
11	34791162	0.97613925010169	0.071	0.502196	0.497804	0.492754	0.507246	0.497804	0.492754
11	34791303	0.230545256290315	0.0018	0.623802	0.376198	0.565217	0.434783	0.376198	0.434783
11	34791897	0.230545256290315	0.0018	0.623802	0.376198	0.565217	0.434783	0.376198	0.434783
11	34792099	0.97613925010169	0.07	0.501597	0.498403	0.492754	0.507246	0.498403	0.492754
11	34792189	0.230545256290315	0.0018	0.623802	0.376198	0.565217	0.434783	0.376198	0.434783
11	34792237	0.97613925010169	0.07	0.502796	0.497204	0.492754	0.507246	0.497204	0.492754
11	34792702	0.230545256290315	0.0018	0.623602	0.376398	0.565217	0.434783	0.376398	0.434783
11	34792902	0.230545256290315	0.0018	0.623602	0.376398	0.565217	0.434783	0.376398	0.434783
11	34793300	0.726293879696583	0.32	0.624201	0.375799	0.521739	0.478261	0.375799	0.478261
11	34793384	0.766210548304469	0.63	0.829073	0.170927	0.753623	0.246377	0.170927	0.246377
11	34793450	0.97613925010169	0.073	0.501997	0.498003	0.492754	0.507246	0.498003	0.492754
11	34793610	0.0122207742255356	0.02	0.892971	0.107029	0.927536	0.0724638	0.107029	0.0724638
11	34793759	0.766210548304469	0.63	0.829073	0.170927	0.753623	0.246377	0.170927	0.246377
11	34794024	0.230545256290315	0.0011	0.628594	0.371406	0.565217	0.434783	0.371406	0.434783
11	34794298	0.97613925010169	0.067	0.501797	0.498203	0.492754	0.507246	0.498203	0.492754
11	34794432	0.97613925010169	0.066	0.501597	0.498403	0.492754	0.507246	0.498403	0.492754
11	34794686	0.0122207742255356	0.026	0.957867	0.0421326	0.927536	0.0724638	0.0421326	0.0724638
11	34794889	0.726293879696583	0.3	0.624002	0.375998	0.521739	0.478261	0.375998	0.478261
11	34794998	0.0122207742255356	0.026	0.969848	0.0301518	0.927536	0.0724638	0.0301518	0.0724638
11	34795438	0.885057880669509	0.074	0.4998	0.5002	0.485507	0.514493	0.4998	0.485507
11	34795679	0.0122207742255356	0.026	0.969649	0.0303514	0.927536	0.0724638	0.0303514	0.0724638
11	34796754	0.312374371372838	0.0013	0.624201	0.375799	0.557971	0.442029	0.375799	0.442029
11	34796804	0.885057880669509	0.074	0.5	0.5	0.485507	0.514493	0.5	0.485507
11	34796846	0.312374371372838	0.002	0.624201	0.375799	0.557971	0.442029	0.375799	0.442029
11	34797334	0.312374371372838	0.002	0.624002	0.375998	0.557971	0.442029	0.375998	0.442029
11	34797355	0.885057880669509	0.071	0.4998	0.5002	0.485507	0.514493	0.4998	0.485507
11	34797803	0.0122207742255356	0.027	0.957268	0.0427316	0.927536	0.0724638	0.0427316	0.0724638
11	34797962	0.311805369767349	0.0021	0.624002	0.375998	0.550725	0.449275	0.375998	0.449275
11	34798421	0.312374371372838	0.0022	0.542732	0.457268	0.557971	0.442029	0.457268	0.442029
11	34798610	0.312374371372838	0.0014	0.542532	0.457468	0.557971	0.442029	0.457468	0.442029
11	34798794	0.312374371372838	0.0022	0.542732	0.457268	0.557971	0.442029	0.457268	0.442029
11	34798883	0.312374371372838	0.0022	0.542732	0.457268	0.557971	0.442029	0.457268	0.442029
11	34798935	0.312374371372838	0.0019	0.624002	0.375998	0.557971	0.442029	0.375998	0.442029
11	34799345	0.312374371372838	0.002	0.624201	0.375799	0.557971	0.442029	0.375799	0.442029
11	34799345	0.312374371372838	0.002	0.624201	0.375799	0.557971	0.442029	0.375799	0.442029
11	34799799	0.885057880669509	0.07	0.5	0.5	0.485507	0.514493	0.5	0.485507
11	34800228	0.312374371372838	0.0019	0.624201	0.375799	0.557971	0.442029	0.375799	0.442029
11	34801101	0.885057880669509	0.072	0.5	0.5	0.485507	0.514493	0.5	0.485507
11	34801589	0.0122207742255356	0.027	0.957468	0.0425319	0.927536	0.0724638	0.0425319	0.0724638
11	34801591	0.0122207742255356	0.027	0.969649	0.0303514	0.927536	0.0724638	0.0303514	0.0724638
11	34801630	0.00500168305395769	0.79	0.944089	0.0559105	0.949275	0.0507246	0.0559105	0.0507246
11	34801855	0.0815608521286658	0.15	0.97484	0.0251597	0.971014	0.0289855	0.0251597	0.0289855
11	34802531	0.0659642964944327	0.31	0.985024	0.014976	0.963768	0.0362319	0.014976	0.0362319
11	34803167	0.312374371372838	0.0019	0.624401	0.375599	0.557971	0.442029	0.375599	0.442029
11	34803432	0.312374371372838	0.0018	0.624401	0.375599	0.557971	0.442029	0.375599	0.442029
11	34803548	0.885057880669509	0.056	0.58107	0.41893	0.485507	0.514493	0.41893	0.485507
11	34803694	0.312374371372838	0.0016	0.624201	0.375799	0.557971	0.442029	0.375799	0.442029
11	34805210	0.312374371372838	0.0039	0.624401	0.375599	0.557971	0.442029	0.375599	0.442029
11	34805390	0.0122207742255356	0.031	0.957268	0.0427316	0.927536	0.0724638	0.0427316	0.0724638
11	34805524	0.312374371372838	0.0018	0.6248	0.3752	0.557971	0.442029	0.3752	0.442029
11	34805848	0.741677385531741	0.069	0.4998	0.5002	0.478261	0.521739	0.4998	0.478261
11	34805849	0.885057880669509	0.055	0.5	0.5	0.485507	0.514493	0.5	0.485507
11	34805849	0.885057880669509	0.055	0.5	0.5	0.485507	0.514493	0.5	0.485507
11	34805849	0.885057880669509	0.055	0.5	0.5	0.485507	0.514493	0.5	0.485507
11	34805862	0.0122207742255356	0.032	0.969449	0.0305511	0.927536	0.0724638	0.0305511	0.0724638
11	34806170	0.0122207742255356	0.031	0.957268	0.0427316	0.927536	0.0724638	0.0427316	0.0724638
11	34806192	0.312374371372838	0.0016	0.624002	0.375998	0.557971	0.442029	0.375998	0.442029
11	34806466	0.397514474220996	0.42	0.797923	0.202077	0.76087	0.23913	0.202077	0.23913
11	34806561	0.0122207742255356	0.03	0.957268	0.0427316	0.927536	0.0724638	0.0427316	0.0724638
11	34806607	0.885057880669509	0.055	0.581669	0.418331	0.485507	0.514493	0.418331	0.485507
11	34808486	0.312374371372838	0.0016	0.621006	0.378994	0.557971	0.442029	0.378994	0.442029
11	34808920	0.312374371372838	0.0017	0.624201	0.375799	0.557971	0.442029	0.375799	0.442029
11	34808920	0.312374371372838	0.0017	0.624201	0.375799	0.557971	0.442029	0.375799	0.442029
11	34809166	0.312374371372838	0.0017	0.621406	0.378594	0.557971	0.442029	0.378594	0.442029
11	34809454	0.0122207742255356	0.024	0.891573	0.108427	0.927536	0.0724638	0.108427	0.0724638
11	34809454	0.0122207742255356	0.024	0.891573	0.108427	0.927536	0.0724638	0.108427	0.0724638
11	34809626	0.312374371372838	0.0018	0.560503	0.439497	0.557971	0.442029	0.439497	0.442029
11	34810010	0.312374371372838	0.0017	0.608626	0.391374	0.557971	0.442029	0.391374	0.442029
11	34810424	0.0122207742255356	0.023	0.878994	0.121006	0.927536	0.0724638	0.121006	0.0724638
11	34810443	0.312374371372838	0.0017	0.608626	0.391374	0.557971	0.442029	0.391374	0.442029
11	34811180	0.312374371372838	0.001	0.675319	0.324681	0.557971	0.442029	0.324681	0.442029
11	34811928	0.726293879696583	0.26	0.626797	0.373203	0.521739	0.478261	0.373203	0.478261
11	34812140	0.766210548304469	0.52	0.829673	0.170327	0.753623	0.246377	0.170327	0.246377
11	34813187	0.726293879696583	0.27	0.626797	0.373203	0.521739	0.478261	0.373203	0.478261
11	34813620	0.726293879696583	0.27	0.593251	0.406749	0.521739	0.478261	0.406749	0.478261
11	34813868	0.726293879696583	0.26	0.626797	0.373203	0.521739	0.478261	0.373203	0.478261
11	34815099	0.726293879696583	0.23	0.628195	0.371805	0.521739	0.478261	0.371805	0.478261
11	34815277	0.542502427276234	0.0014	0.737021	0.262979	0.594203	0.405797	0.262979	0.405797
11	34815886	0.726293879696583	0.26	0.628794	0.371206	0.521739	0.478261	0.371206	0.478261
11	34816046	0.726293879696583	0.27	0.628594	0.371406	0.521739	0.478261	0.371406	0.478261
11	34816531	0.726293879696583	0.21	0.628794	0.371206	0.521739	0.478261	0.371206	0.478261
11	34816929	0.726293879696583	0.28	0.628794	0.371206	0.521739	0.478261	0.371206	0.478261
11	34817360	0.726293879696583	0.29	0.629193	0.370807	0.521739	0.478261	0.370807	0.478261
11	34817360	0.726293879696583	0.29	0.629193	0.370807	0.521739	0.478261	0.370807	0.478261
11	34817360	0.726293879696583	0.29	0.629193	0.370807	0.521739	0.478261	0.370807	0.478261
11	34817504	0.172960672212829	0.052	0.952875	0.0471246	0.934783	0.0652174	0.0471246	0.0652174
11	34817587	0.885057880669509	0.071	0.546725	0.453275	0.485507	0.514493	0.453275	0.485507
11	34817940	0.726293879696583	0.28	0.629193	0.370807	0.521739	0.478261	0.370807	0.478261
11	34818201	0.726293879696583	0.28	0.629193	0.370807	0.521739	0.478261	0.370807	0.478261
11	34818512	0.885057880669509	0.071	0.546326	0.453674	0.485507	0.514493	0.453674	0.485507
11	34818811	0.766210548304469	0.56	0.826078	0.173922	0.753623	0.246377	0.173922	0.246377
11	34819021	0.726293879696583	0.28	0.628994	0.371006	0.521739	0.478261	0.371006	0.478261
11	34819529	0.885057880669509	0.07	0.546326	0.453674	0.485507	0.514493	0.453674	0.485507
11	34820069	0.522010583461592	0.21	0.351637	0.648363	0.275362	0.724638	0.351637	0.275362
11	34820438	0.568096533475088	0.18	0.35024	0.64976	0.253623	0.746377	0.35024	0.253623
11	34820455	0.0122207742255356	0.022	0.963858	0.0361422	0.927536	0.0724638	0.0361422	0.0724638
11	34820809	0.766210548304469	0.57	0.83107	0.16893	0.753623	0.246377	0.16893	0.246377
11	34821105	0.0122207742255356	0.037	0.964657	0.0353435	0.927536	0.0724638	0.0353435	0.0724638
11	34821598	0.687529726873312	0.56	0.830871	0.169129	0.76087	0.23913	0.169129	0.23913
11	34821699	0.766210548304469	0.57	0.83107	0.16893	0.753623	0.246377	0.16893	0.246377
11	34821948	0.568096533475088	0.17	0.384385	0.615615	0.253623	0.746377	0.384385	0.253623
11	34821988	0.766210548304469	0.73	0.832268	0.167732	0.753623	0.246377	0.167732	0.246377
11	34822410	0.0122207742255356	0.039	0.964657	0.0353435	0.927536	0.0724638	0.0353435	0.0724638
11	34823501	0.0122207742255356	0.039	0.964457	0.0355431	0.927536	0.0724638	0.0355431	0.0724638
11	34824169	0.0122207742255356	0.039	0.964657	0.0353435	0.927536	0.0724638	0.0353435	0.0724638
11	34824367	0.107991675613865	0.12	0.975439	0.0245607	0.978261	0.0217391	0.0245607	0.0217391
11	34824391	0.766210548304469	0.55	0.830871	0.169129	0.753623	0.246377	0.169129	0.246377
11	34824400	0.766210548304469	0.54	0.83107	0.16893	0.753623	0.246377	0.16893	0.246377
11	34824773	0.059319353804139	0.013	0.390575	0.609425	0.326087	0.673913	0.390575	0.326087
11	34826143	0.0122207742255356	0.039	0.964457	0.0355431	0.927536	0.0724638	0.0355431	0.0724638
11	34826425	0.059319353804139	0.01	0.421326	0.578674	0.326087	0.673913	0.421326	0.326087
11	34826680	0.0424346098901126	0.012	0.390775	0.609225	0.318841	0.681159	0.390775	0.318841
11	34827168	0.0424346098901126	0.0098	0.451677	0.548323	0.318841	0.681159	0.451677	0.318841
11	34827243	0.0122207742255356	0.039	0.964657	0.0353435	0.927536	0.0724638	0.0353435	0.0724638
11	34827263	0.0122207742255356	0.039	0.964657	0.0353435	0.927536	0.0724638	0.0353435	0.0724638
11	34827317	0.200225684162645	0.53	0.891374	0.108626	0.804348	0.195652	0.108626	0.195652
11	34827518	0.766210548304469	0.54	0.83107	0.16893	0.753623	0.246377	0.16893	0.246377
11	34827579	0.059319353804139	0.0094	0.46865	0.53135	0.326087	0.673913	0.46865	0.326087
11	34828505	0.0122207742255356	0.039	0.964657	0.0353435	0.927536	0.0724638	0.0353435	0.0724638
11	34829032	0.00433553638991507	0.0037	0.198482	0.801518	0.0797101	0.92029	0.198482	0.0797101
11	34829410	0.00433553638991507	0.0053	0.171725	0.828275	0.0797101	0.92029	0.171725	0.0797101
11	34829848	0.687529726873312	0.6	0.830272	0.169728	0.76087	0.23913	0.169728	0.23913
11	34830389	0.0424346098901126	0.0065	0.341653	0.658347	0.318841	0.681159	0.341653	0.318841
11	34830694	0.0424346098901126	0.0092	0.46865	0.53135	0.318841	0.681159	0.46865	0.318841
11	34830709	0.059319353804139	0.014	0.341653	0.658347	0.326087	0.673913	0.341653	0.326087
11	34830919	0.059319353804139	0.013	0.341653	0.658347	0.326087	0.673913	0.341653	0.326087
11	34831971	0.00433553638991507	0.0056	0.16893	0.83107	0.0797101	0.92029	0.16893	0.0797101
11	34832232	0.0122207742255356	0.034	0.933706	0.0662939	0.927536	0.0724638	0.0662939	0.0724638
11	34832373	0.766210548304469	0.54	0.830072	0.169928	0.753623	0.246377	0.169928	0.246377
11	34832436	0.00940756128655876	0.0046	0.913139	0.086861	0.710145	0.289855	0.086861	0.289855
11	34833139	0.766210548304469	0.56	0.830072	0.169928	0.753623	0.246377	0.169928	0.246377
11	34833322	0.766210548304469	0.54	0.819089	0.180911	0.753623	0.246377	0.180911	0.246377
11	34833459	0.766210548304469	0.56	0.830072	0.169928	0.753623	0.246377	0.169928	0.246377
11	34833614	0.059319353804139	0.01	0.472244	0.527756	0.326087	0.673913	0.472244	0.326087
11	34834204	0.766210548304469	0.57	0.830072	0.169928	0.753623	0.246377	0.169928	0.246377
11	34834268	0.766210548304469	0.57	0.830072	0.169928	0.753623	0.246377	0.169928	0.246377
11	34834649	0.0122207742255356	0.033	0.933706	0.0662939	0.927536	0.0724638	0.0662939	0.0724638
11	34834844	0.766210548304469	0.57	0.830072	0.169928	0.753623	0.246377	0.169928	0.246377
11	34834879	0.0122207742255356	0.032	0.933906	0.0660942	0.927536	0.0724638	0.0660942	0.0724638
11	34835121	0.568096533475088	0.18	0.30611	0.69389	0.253623	0.746377	0.30611	0.253623
11	34835486	0.0122207742255356	0.032	0.933906	0.0660942	0.927536	0.0724638	0.0660942	0.0724638
11	34835502	0.766210548304469	0.57	0.830072	0.169928	0.753623	0.246377	0.169928	0.246377
11	34835562	0.568096533475088	0.27	0.30611	0.69389	0.253623	0.746377	0.30611	0.253623
11	34835711	0.059319353804139	0.015	0.341853	0.658147	0.326087	0.673913	0.341853	0.326087
11	34836678	0.059319353804139	0.014	0.410543	0.589457	0.326087	0.673913	0.410543	0.326087
11	34836974	0.766210548304469	0.63	0.83107	0.16893	0.753623	0.246377	0.16893	0.246377
11	34836988	0.766210548304469	0.84	0.83107	0.16893	0.753623	0.246377	0.16893	0.246377
11	34836988	0.766210548304469	0.84	0.83107	0.16893	0.753623	0.246377	0.16893	0.246377
11	34836989	0.766210548304469	0.84	0.83107	0.16893	0.753623	0.246377	0.16893	0.246377
11	34836989	0.766210548304469	0.84	0.83107	0.16893	0.753623	0.246377	0.16893	0.246377
11	34838264	0.766210548304469	0.59	0.810104	0.189896	0.753623	0.246377	0.189896	0.246377
11	34838383	0.766210548304469	0.6	0.830671	0.169329	0.753623	0.246377	0.169329	0.246377
11	34838823	0.059319353804139	0.0062	0.472244	0.527756	0.326087	0.673913	0.472244	0.326087
11	34839105	0.766210548304469	0.61	0.830671	0.169329	0.753623	0.246377	0.169329	0.246377
11	34839217	0.0122207742255356	0.033	0.933706	0.0662939	0.927536	0.0724638	0.0662939	0.0724638
11	34839613	0.059319353804139	0.014	0.410144	0.589856	0.326087	0.673913	0.410144	0.326087
11	34839904	0.0122207742255356	0.033	0.933906	0.0660942	0.927536	0.0724638	0.0660942	0.0724638
11	34840167	0.059319353804139	0.014	0.410343	0.589657	0.326087	0.673913	0.410343	0.326087
11	34840318	0.399924814562193	0.49	0.31889	0.68111	0.369565	0.630435	0.31889	0.369565
11	34840798	0.0122207742255356	0.033	0.933706	0.0662939	0.927536	0.0724638	0.0662939	0.0724638
11	34841140	0.766210548304469	0.61	0.830471	0.169529	0.753623	0.246377	0.169529	0.246377
11	34841391	0.766210548304469	0.61	0.830671	0.169329	0.753623	0.246377	0.169329	0.246377
11	34841395	0.059319353804139	0.012	0.46845	0.53155	0.326087	0.673913	0.46845	0.326087
11	34841542	0.059319353804139	0.012	0.472244	0.527756	0.326087	0.673913	0.472244	0.326087
11	34841843	0.766210548304469	0.56	0.830671	0.169329	0.753623	0.246377	0.169329	0.246377
11	34841902	0.766210548304469	0.61	0.830671	0.169329	0.753623	0.246377	0.169329	0.246377
11	34842225	0.568096533475088	0.21	0.285743	0.714257	0.253623	0.746377	0.285743	0.253623
11	34842412	0.0122207742255356	0.038	0.970847	0.0291534	0.927536	0.0724638	0.0291534	0.0724638
11	34842506	0.568096533475088	0.2	0.322284	0.677716	0.253623	0.746377	0.322284	0.253623
11	34842883	0.568096533475088	0.28	0.285743	0.714257	0.253623	0.746377	0.285743	0.253623
11	34842900	0.0122207742255356	0.029	0.933706	0.0662939	0.927536	0.0724638	0.0662939	0.0724638
11	34843820	0.568096533475088	0.2	0.28774	0.71226	0.253623	0.746377	0.28774	0.253623
11	34844648	0.0122207742255356	0.039	0.961262	0.038738	0.927536	0.0724638	0.038738	0.0724638
11	34845011	0.568096533475088	0.17	0.285743	0.714257	0.253623	0.746377	0.285743	0.253623
11	34845858	0.766210548304469	0.6	0.830471	0.169529	0.753623	0.246377	0.169529	0.246377
11	34846254	0.766210548304469	0.59	0.794129	0.205871	0.753623	0.246377	0.205871	0.246377
11	34846516	0.766210548304469	0.45	0.830671	0.169329	0.753623	0.246377	0.169329	0.246377
11	34846732	0.766210548304469	0.58	0.798922	0.201078	0.753623	0.246377	0.201078	0.246377
11	34847193	0.766210548304469	0.6	0.830671	0.169329	0.753623	0.246377	0.169329	0.246377
11	34847225	0.059319353804139	0.015	0.354832	0.645168	0.326087	0.673913	0.354832	0.326087
11	34847474	0.0122207742255356	0.032	0.93151	0.0684904	0.927536	0.0724638	0.0684904	0.0724638
11	34848020	0.766210548304469	0.59	0.799321	0.200679	0.753623	0.246377	0.200679	0.246377
11	34848769	0.766210548304469	0.6	0.796725	0.203275	0.753623	0.246377	0.203275	0.246377
11	34849033	0.0122207742255356	0.03	0.933506	0.0664936	0.927536	0.0724638	0.0664936	0.0724638
11	34849573	0.465068460640961	0.0018	0.735423	0.264577	0.601449	0.398551	0.264577	0.398551
11	34850509	0.766210548304469	0.61	0.796925	0.203075	0.753623	0.246377	0.203075	0.246377
11	34850902	0.766210548304469	0.6	0.797125	0.202875	0.753623	0.246377	0.202875	0.246377
11	34851049	0.766210548304469	0.61	0.797125	0.202875	0.753623	0.246377	0.202875	0.246377
11	34851183	0.568096533475088	0.2	0.31849	0.68151	0.253623	0.746377	0.31849	0.253623
11	34851760	0.059319353804139	0.013	0.408746	0.591254	0.326087	0.673913	0.408746	0.326087
11	34851929	0.766210548304469	0.62	0.831869	0.168131	0.753623	0.246377	0.168131	0.246377
11	34851961	0.568096533475088	0.19	0.317891	0.682109	0.253623	0.746377	0.317891	0.253623
11	34851977	0.568096533475088	0.19	0.317891	0.682109	0.253623	0.746377	0.317891	0.253623
11	34852020	0.568096533475088	0.18	0.319289	0.680711	0.253623	0.746377	0.319289	0.253623
11	34852094	0.568096533475088	0.2	0.317891	0.682109	0.253623	0.746377	0.317891	0.253623
11	34852120	0.766210548304469	0.45	0.80012	0.19988	0.753623	0.246377	0.19988	0.246377
11	34852152	0.568096533475088	0.2	0.318291	0.681709	0.253623	0.746377	0.318291	0.253623
11	34852277	0.568096533475088	0.18	0.318091	0.681909	0.253623	0.746377	0.318091	0.253623
11	34853155	0.568096533475088	0.2	0.315096	0.684904	0.253623	0.746377	0.315096	0.253623
11	34853346	0.766210548304469	0.46	0.79992	0.20008	0.753623	0.246377	0.20008	0.246377
11	34853382	0.059319353804139	0.012	0.470248	0.529752	0.326087	0.673913	0.470248	0.326087
11	34853885	0.179062591288497	0.16	0.984625	0.0153754	0.956522	0.0434783	0.0153754	0.0434783
11	34854066	0.00433553638991507	0.0033	0.150759	0.849241	0.0797101	0.92029	0.150759	0.0797101
11	34854233	0.0122207742255356	0.036	0.961861	0.038139	0.927536	0.0724638	0.038139	0.0724638
11	34854662	0.568096533475088	0.2	0.403554	0.596446	0.253623	0.746377	0.403554	0.253623
11	34855826	0.00500168305395769	0.83	0.929912	0.0700879	0.949275	0.0507246	0.0700879	0.0507246
11	34856263	0.200225684162645	0.64	0.914537	0.0854633	0.804348	0.195652	0.0854633	0.195652
11	34856891	0.766210548304469	0.59	0.785743	0.214257	0.753623	0.246377	0.214257	0.246377
11	34856934	0.766210548304469	0.57	0.785743	0.214257	0.753623	0.246377	0.214257	0.246377
11	34856976	0.766210548304469	0.59	0.785743	0.214257	0.753623	0.246377	0.214257	0.246377
11	34857029	0.623118455833259	0.6	0.789137	0.210863	0.76087	0.23913	0.210863	0.23913
11	34857046	0.0122207742255356	0.033	0.951677	0.0483227	0.927536	0.0724638	0.0483227	0.0724638
11	34857179	0.766210548304469	0.59	0.785743	0.214257	0.753623	0.246377	0.214257	0.246377
11	34857332	0.0122207742255356	0.036	0.961462	0.0385383	0.927536	0.0724638	0.0385383	0.0724638
11	34857390	0.0122207742255356	0.033	0.951677	0.0483227	0.927536	0.0724638	0.0483227	0.0724638
11	34857579	0.623118455833259	0.57	0.786542	0.213458	0.76087	0.23913	0.213458	0.23913
11	34857667	0.0401764356712684	0.02	0.44349	0.55651	0.318841	0.681159	0.44349	0.318841
11	34857707	0.00500168305395769	0.72	0.930711	0.0692891	0.949275	0.0507246	0.0692891	0.0507246
11	34857834	0.623118455833259	0.44	0.785343	0.214657	0.76087	0.23913	0.214657	0.23913
11	34857948	0.480425536762938	0.61	0.784944	0.215056	0.753623	0.246377	0.215056	0.246377
11	34857948	0.480425536762938	0.61	0.784944	0.215056	0.753623	0.246377	0.215056	0.246377
11	34858084	0.0107338724175274	0.012	0.199681	0.800319	0.0724638	0.927536	0.199681	0.0724638
11	34858413	0.121703853717596	0.1	0.68151	0.31849	0.492754	0.507246	0.31849	0.492754
11	34859150	3.24470281594905e-05	0.0058	0.829473	0.170527	0.601449	0.398551	0.170527	0.398551
11	34859295	0.0283722617516987	0.039	0.949481	0.0505192	0.934783	0.0652174	0.0505192	0.0652174
11	34859944	0.498785862196412	0.4	0.884185	0.115815	0.971014	0.0289855	0.115815	0.0289855
11	34859996	9.49737671344232e-05	0.0063	0.764377	0.235623	0.572464	0.427536	0.235623	0.427536
11	34860199	9.49737671344232e-05	0.0064	0.764377	0.235623	0.572464	0.427536	0.235623	0.427536
11	34860346	0.497465039441979	0.2	0.977436	0.0225639	0.949275	0.0507246	0.0225639	0.0507246
11	34860575	0.498785862196412	0.57	0.971845	0.028155	0.971014	0.0289855	0.028155	0.0289855
11	34860583	9.49737671344232e-05	0.0091	0.763179	0.236821	0.572464	0.427536	0.236821	0.427536
11	34860858	9.49737671344232e-05	0.0092	0.763179	0.236821	0.572464	0.427536	0.236821	0.427536
11	34860858	9.49737671344232e-05	0.0092	0.763179	0.236821	0.572464	0.427536	0.236821	0.427536
11	34861227	0.498785862196412	0.35	0.882987	0.117013	0.971014	0.0289855	0.117013	0.0289855
11	34861311	0.00909086849078843	0.93	0.977436	0.0225639	0.963768	0.0362319	0.0225639	0.0362319
11	34861468	0.221415839451137	0.78	0.798522	0.201478	0.76087	0.23913	0.201478	0.23913
11	34861732	0.0283722617516987	0.038	0.949081	0.0509185	0.934783	0.0652174	0.0509185	0.0652174
11	34861897	3.24470281594905e-05	0.0026	0.880192	0.119808	0.601449	0.398551	0.119808	0.398551
11	34862302	0.498785862196412	0.37	0.888778	0.111222	0.971014	0.0289855	0.111222	0.0289855
11	34862466	1.47798770540326e-14	0.016	0.260383	0.739617	0.144928	0.855072	0.260383	0.144928
11	34862627	0.498785862196412	0.39	0.887181	0.112819	0.971014	0.0289855	0.112819	0.0289855
11	34862655	1.47798770540326e-14	0.016	0.270168	0.729832	0.144928	0.855072	0.270168	0.144928
11	34862658	0.498785862196412	0.37	0.872404	0.127596	0.971014	0.0289855	0.127596	0.0289855
11	34862837	1.47798770540326e-14	0.019	0.270567	0.729433	0.144928	0.855072	0.270567	0.144928
11	34862880	1.47798770540326e-14	0.016	0.270367	0.729633	0.144928	0.855072	0.270367	0.144928
11	34863277	0.0610555478083452	0.4	0.985423	0.0145767	0.934783	0.0652174	0.0145767	0.0652174
11	34863660	3.24470281594905e-05	0.0028	0.880192	0.119808	0.601449	0.398551	0.119808	0.398551
